"locus","short_name","name","aliases","Length","logFC","logCPM","F","PValue","FDR"
"AT1G01200","RABA3","RAB GTPase homolog A3","ATRAB-A3, ATRABA3, RABA3",982,-0.655421502446969,0.943827432527906,2.77538403347053,0.113980550051463,0.285978895619132
"AT1G01210","AT1G01210","","",616,-0.514580572044163,3.35178666322904,4.1777823861534,0.0567141242510417,0.185605079238248
"AT1G01220","FKGP","L-fucokinase/GDP-L-fucose pyrophosphorylase","AtFKGP, FKGP",3532,0.158722133754221,4.90538428317001,0.522411094608067,0.479608909131407,0.666107128281407
"AT1G01225","AT1G01225","","",1025,-0.257131107494438,1.20799974185498,0.554087108840245,0.466784492635763,0.656490249968877
"AT1G01230","AT1G01230","","AtORM1",832,-0.21135206649003,4.88513669805242,2.83345804166142,0.110530820013336,0.280242629449826
"AT1G01240","AT1G01240","","",1941,-0.137443554213793,4.37866141757465,0.281774581785719,0.602384153065777,0.757887139842166
"AT1G01250","AT1G01250","","",840,-1.15546728620419,1.49332950349331,13.4781790991924,0.00188330949032811,0.0199624923696309
"AT1G01260","AT1G01260","","bHLH013, bHLH13, JAM2",2664,0.30111043662898,3.91625310021209,4.41707587109462,0.0507413665487961,0.173821619392091
"AT1G01290","CNX3","cofactor of nitrate reductase and xanthine dehydrogenase 3","CNX3",1227,-0.0409728792984427,3.67634793271178,0.058922503022917,0.811101967341212,0.894563424318115
"AT1G01300","AT1G01300","","",1822,-0.662651594678557,6.42984467678954,21.1666221113838,0.000252597184945877,0.00473172390052249
"AT1G01310","AT1G01310","","",977,-0.930769376225817,-1.2143068892485,1.87696298136494,0.188444464389969,0.387743147120912
"AT1G01320","AT1G01320","","REC1",6079,0.459992814277026,8.31415626711069,3.60611215147998,0.0746160099060011,0.219842453148024
"AT1G01340","CNGC10","cyclic nucleotide gated channel 10","ACBK1, ATCNGC10, CNGC10",2535,0.876819500300926,4.37372945195397,20.9523834061708,0.000265507086163824,0.00490585779352794
"AT1G01350","AT1G01350","","",1400,0.108965155438495,4.10261893529092,0.430624352995637,0.520437615275112,0.697478458294762
"AT1G01360","RCAR1","regulatory component of ABA receptor 1","PYL9, RCAR1",1000,-0.423116626201805,3.61830983207174,3.09332557321765,0.0965394521470666,0.258173932836691
"AT1G01370","HTR12","","CENH3, HTR12",992,-0.137211299918331,2.0046156546452,0.422687975330556,0.524259398305656,0.700418432331491
"AT1G01380","ETC1","ENHANCER OF TRY AND CPC 1","ETC1",568,-1.04247273146042,0.0485563167438984,7.59711605494192,0.0134590307144947,0.0754234172885573
"AT1G01390","AT1G01390","","",1687,-0.944591032345871,1.99682425437462,17.8329481310933,0.00056878808754769,0.00845376864134749
"AT1G01420","UGT72B3","UDP-glucosyl transferase 72B3","UGT72B3",1520,-0.82564204442976,3.21574599406198,22.6880110165461,0.000178778824552787,0.00370014474232227
"AT1G01430","TBL25","TRICHOME BIREFRINGENCE-LIKE 25","MOAT3, TBL25",1642,-0.591884957977453,5.86227147156072,11.1769703658755,0.00383884478323229,0.0326646709052135
"AT1G01440","AT1G01440","","",2221,0.197338422764621,4.47154889813129,1.25302068677654,0.278492034984548,0.487991177229772
"AT1G01448","AT1G01448","","",2481,-0.189289605817679,2.48177807575822,0.974845361748909,0.337274227224695,0.544095849686994
"AT1G01450","AT1G01450","","",1413,-0.083092655018695,1.56662696898148,0.119430003915652,0.733878908991535,0.847458875114027
"AT1G01470","LEA14","LATE EMBRYOGENESIS ABUNDANT 14","AtLEA14, LEA1, LEA14, LSR3",727,0.135496588627341,7.12130617393662,0.471518252881334,0.501518723141602,0.683267496768481
"AT1G01480","ACS2","1-amino-cyclopropane-1-carboxylate synthase 2","ACS2, AT-ACC2",1986,1.53259533749911,0.504911061251692,5.85820876365656,0.0269478207667466,0.117145927936058
"AT1G01490","AT1G01490","","",1168,-0.686483216099611,6.22882215703447,13.4163156462079,0.00191817147943297,0.0201947803504517
"AT1G01500","AT1G01500","","",1461,-0.326954929909664,4.15687973075215,3.16292432369194,0.0931564444091655,0.252408718703849
"AT1G01510","AN","ANGUSTIFOLIA","AN, DOQ",2155,-0.27405264700685,4.83671491633908,4.6730693207852,0.0451421236486069,0.162200378195685
"AT1G01520","ASG4","ALTERED SEED GERMINATION 4","ASG4, REV3",864,0.195564387519767,0.973009751139021,0.176967605458918,0.679244633359438,0.81152257375256
"AT1G01540","AT1G01540","","",1989,-0.160672683754933,6.53394122896505,1.51808372499595,0.234624691567538,0.440748875923037
"AT1G01550","BPS1","BYPASS 1","BPS1",1559,0.0417717428783178,7.28582817443336,0.10356402619984,0.751504134459137,0.858533163722759
"AT1G01560","MPK11","MAP kinase 11","ATMPK11, MPK11",1710,1.86858168361856,4.69067970179252,42.0662046992822,5.50178393043161e-06,0.000280068310978621
"AT1G01570","AT1G01570","","",1437,-0.288414050275594,0.685321414774129,0.758146520467563,0.395998442417484,0.596973442252521
"AT1G01580","FRO2","ferric reduction oxidase 2","ATFRO2, FRD1, FRO2",2409,-0.383787246316768,-0.045130037930847,0.59139499744368,0.45239785753732,0.644401901026577
"AT1G01590","FRO1","ferric reduction oxidase 1","ATFRO1, FRO1",2115,-1.62990986712251,-1.28468030315781,5.16874166553602,0.0362055389566227,0.140582987077565
"AT1G01600","CYP86A4","cytochrome P450, family 86, subfamily A, polypeptide 4","CYP86A4",2163,-0.7029004866547,3.8082580594655,13.3627507929751,0.00194894346173354,0.0203927989557135
"AT1G01610","GPAT4","GLYCEROL-3-PHOSPHATE sn-2-ACYLTRANSFERASE 4","ATGPAT4, GPAT4",1856,-0.766766030058718,5.90572783663804,32.2369367720596,2.68979258296029e-05,0.000950860357191623
"AT1G01620","PIP1C","plasma membrane intrinsic protein 1C","PIP1;3, PIP1C, TMP-B",1308,-0.783054824083178,7.95445698234599,15.2154373487902,0.00114360766308752,0.0138690525525837
"AT1G01630","AT1G01630","","",1203,-0.191014984552623,6.20078609429974,2.6585734144412,0.121318235746831,0.297588473229368
"AT1G01640","AT1G01640","","",994,0.167821769196371,1.16339730482872,0.295707271395749,0.593623253495376,0.752288039296076
"AT1G01650","SPPL4","SIGNAL PEPTIDE PEPTIDASE-LIKE 4","ATSPPL4, SPPL4",2220,0.253473538968666,5.4194094112618,3.08118912199081,0.0971441773695312,0.259280343373757
"AT1G01660","AT1G01660","","",1707,-0.195018606074957,-0.0341660544822196,0.152963006146819,0.700561889210384,0.825225106334712
"AT1G01670","AT1G01670","","",1411,-0.56350090408139,1.05747983134234,1.94866548329088,0.180636233823157,0.378055281714256
"AT1G01680","PUB54","plant U-box 54","ATPUB54, PUB54",965,2.77848826573155,4.19212902279803,64.2900400563226,3.45723993025227e-07,4.44267406116923e-05
"AT1G01690","PRD3","putative recombination initiation defects 3","ATPRD3, PRD3",1692,0.0546176634211476,1.7058370758494,0.0505755707188989,0.824736818586592,0.902865112906462
"AT1G01700","ROPGEF2","ROP (rho of plants) guanine nucleotide exchange factor 2","ATROPGEF2, ROPGEF2",1458,0.0597145899494981,0.345531769568139,0.0227066619047938,0.881990034818247,0.935125284507636
"AT1G01710","AT1G01710","","",2492,-0.0638337340759169,5.02825104069988,0.309053355151728,0.585480768371537,0.74662841629629
"AT1G01720","ATAF1","","ANAC002, ANAC2, ATAF1",1316,0.649731027474987,5.13546542337973,15.9996731929762,0.000921847235597838,0.0120016965545033
"AT1G01725","AT1G01725","","",453,-0.573689914758181,2.49251766989249,5.7692525523352,0.0279746695077761,0.120080073464337
"AT1G01730","AT1G01730","","",910,-0.073385910921908,4.60082330391211,0.242819811089779,0.628459965141641,0.775557685467521
"AT1G01740","BSK4","brassinosteroid-signaling kinase 4","BSK4",1688,-0.8470507414421,2.23796867457995,8.26513723326134,0.0104798471341697,0.0643130341609296
"AT1G01750","ADF11","actin depolymerizing factor 11","ADF11",769,0.0202029538991155,-0.755661517173159,0.000957911013222947,0.975668568261543,0.987158429164797
"AT1G01760","AT1G01760","","AtTAD1, TAD1",1312,0.441309121489141,0.691388736048672,1.28006958986227,0.273542611617349,0.482490874718681
"AT1G01770","AT1G01770","","",2362,-0.164021443530988,3.86769881096873,1.03215106757961,0.323848825940795,0.531619622203036
"AT1G01780","PLIM2b","PLIM2b","PLIM2b",939,-0.10864238035829,2.32902714175204,0.216173362036742,0.647851476927864,0.788612329860624
"AT1G01790","KEA1","K  efflux antiporter 1","ATKEA1, KEA1",3892,-0.30357672181785,7.14379390285873,3.28086855381816,0.0877381712881732,0.243064577383644
"AT1G01800","AT1G01800","","",1098,-0.0923783526571545,6.25544052634827,0.541741274570786,0.471713396117017,0.660294867680081
"AT1G01810","AT1G01810","","",639,0.66352854269747,-1.00772384351401,0.823763972912076,0.376726563803347,0.579242338757363
"AT1G01820","PEX11C","peroxin 11c","PEX11C",1048,-0.449132543235819,5.7950744668617,11.1490757460761,0.0038736825155417,0.0328786675204086
"AT1G01830","AT1G01830","","",2522,-0.152304233370884,4.76443237142853,0.518023860022147,0.481432171755823,0.667773970115263
"AT1G01840","AT1G01840","","",822,-0.50509212605698,1.48141353570552,4.42612594409153,0.050530198904782,0.173331521243122
"AT1G01860","PFC1","PALEFACE 1","PFC1",1350,-0.110549549130988,3.30845222704597,0.419846298129802,0.525640360743518,0.701611866631237
"AT1G01880","AT1G01880","","AtGEN1, GEN1",1996,-0.192741048944859,0.260744793554705,0.222294995797341,0.643271132075885,0.785640695519005
"AT1G01900","SBTI1.1","","ATSBT1.1, SBTI1.1",2460,-0.522573023166909,2.64960994609584,5.14461100148307,0.0365903123003196,0.141696186601272
"AT1G01910","AT1G01910","","AtGET3a, GET3a",1635,-0.138021535451755,5.71506410270632,1.18153338578464,0.292166205841979,0.499755400147377
"AT1G01920","AT1G01920","","",1946,-0.311350987794248,3.50743551604943,3.82281326153927,0.0671469391592494,0.206252221324579
"AT1G01930","AT1G01930","","",1999,-0.0654112456510915,3.43431361271099,0.11654863459812,0.736977791691148,0.849591903663883
"AT1G01940","AT1G01940","","",736,-0.417740775315242,3.21019823302839,7.89250120158706,0.0120370454627716,0.0700481050908701
"AT1G01950","ARK2","armadillo repeat kinesin 2","ARK2, AtKINUb",3058,0.0713293170718131,4.54144018880226,0.117735188495494,0.735696508742985,0.848691423206881
"AT1G01960","EDA10","embryo sac development arrest 10","BIG3, EDA10",5495,0.155356277894846,6.50117444413245,0.605390476894714,0.447187646556389,0.640108748850965
"AT1G01970","AT1G01970","","",1649,-0.0449541684796794,5.17522653998864,0.0854723703121781,0.773540261655948,0.870836888806237
"AT1G01990","AT1G01990","","",1176,-0.321409561593398,4.34600353449867,4.35338943110672,0.0522566170897372,0.177074583357343
"AT1G02000","GAE2","UDP-D-glucuronate 4-epimerase 2","GAE2",1781,-0.209805608098444,3.76550441571925,1.21595959713771,0.28547064691112,0.494239717065235
"AT1G02010","SEC1A","secretory 1A","SEC1A",2460,-0.234726658173134,3.08376960223916,1.09925865630719,0.30905833053712,0.517227548981211
"AT1G02020","AT1G02020","","",2333,-0.382369021201928,4.16284700359406,7.29208157672594,0.0151309876880321,0.0813458161916663
"AT1G02050","LAP6","LESS ADHESIVE POLLEN 6","LAP6, PKSA",1312,-0.220650465599907,1.91721653250125,0.739962721876387,0.401602115607131,0.601192639170152
"AT1G02060","AT1G02060","","",2177,-0.128531505991692,2.22184437701058,0.306814013037306,0.586830618387507,0.747609650979567
"AT1G02065","SPL8","squamosa promoter binding protein-like 8","SPL8",2006,-0.68514353649544,1.8203702201759,6.68817041686258,0.0191867233825047,0.0948252576491653
"AT1G02070","AT1G02070","","",604,-1.10757547328127,-0.659407576941901,2.89704229355567,0.106895790659701,0.274478195386234
"AT1G02080","AT1G02080","","",7566,0.344202498825973,6.50033302162931,1.89450132657285,0.186496219684995,0.385918295246531
"AT1G02090","FUS5","FUSCA 5","ATCSN7, COP15, CSN7, FUS5",1659,-0.0167789651785094,4.99216242660299,0.0129005144393593,0.910896533402434,0.950967761133119
"AT1G02100","SBI1","SUPPRESSOR OF BRI1","LCMT1, SBI1",1435,-0.341187751529275,5.03669816329444,5.29896573291494,0.0342075789893326,0.135850845696262
"AT1G02110","AT1G02110","","",2314,-0.674466406061335,4.4634275786239,14.4981212313255,0.00139999061908823,0.0161785522053771
"AT1G02120","VAD1","VASCULAR ASSOCIATED DEATH1","VAD1",1974,0.032589336830049,6.49272132380942,0.0723326390294928,0.791196276718359,0.882083704165242
"AT1G02130","RA-5","RAS 5","ARA-5, ARA5, ATRAB1B, ATRABD2A, RA-5, RABD2A",1021,-0.0898911237791571,5.22152158324307,0.529551004122972,0.476666688290557,0.663578109846265
"AT1G02140","MAGO","MAGO NASHI","HAP1, MAGO, MEE63",785,-0.301435797553093,6.88206462775904,3.31666550760009,0.0861678939488185,0.240415272209625
"AT1G02145","ALG12","homolog of asparagine-linked glycosylation 12","ALG12, EBS4",1724,-0.0515995947995598,4.28716857397501,0.142620536499435,0.710347633851763,0.831604583481262
"AT1G02150","AT1G02150","","",1910,-0.197870170449081,6.57202766970341,1.83573274785925,0.193125980325219,0.392968014247329
"AT1G02160","AT1G02160","","",567,-0.635767239511646,3.80288349347667,8.48386406625381,0.00967267411484874,0.060844915145675
"AT1G02170","MC1","metacaspase 1","ATMC1, AtMCP1b, ATMCPB1, LOL3, MC1, MCP1b",1336,0.210359535509202,5.46943033559845,1.81540198114478,0.19548822480339,0.395915181365291
"AT1G02180","AT1G02180","","",918,-0.235650613196128,2.43930087377648,1.07484709439378,0.314328007543387,0.522457339532646
"AT1G02190","AT1G02190","","CER1-L1",2173,0.557568101436243,-1.06297468608917,0.81470690179635,0.379302253934924,0.581271355055537
"AT1G02205","CER1","ECERIFERUM 1","CER1, CER22",2392,0.130409686562028,5.32936550729809,0.773294981161382,0.391420130035457,0.593031772714397
"AT1G02220","NAC003","NAC domain containing protein 3","ANAC003, NAC003",1353,1.21440276119577,3.28431172556775,10.5204386493864,0.00476161242959621,0.0379623932229593
"AT1G02230","NAC004","NAC domain containing protein 4","ANAC004, NAC004",1081,-0.218158601898424,1.61795320013833,0.444645341379626,0.513808481752869,0.69207966563815
"AT1G02260","AT1G02260","","",2146,0.0254262347547676,4.50231230584581,0.0288977174970608,0.867015335155252,0.926193077720542
"AT1G02270","AT1G02270","","",1645,0.279997387794522,5.28447029607738,3.33902035774903,0.0852040788776944,0.238707409756138
"AT1G02280","TOC33","translocon at the outer envelope membrane of chloroplasts 33","ATTOC33, PPI1, TOC33",1174,-0.181133108053411,5.90431619657392,1.7039538030724,0.209105813116685,0.41122392956171
"AT1G02290","AT1G02290","","",1695,0.00869198324478051,2.68784696677182,0.00158025003676317,0.968752137877815,0.983140501967108
"AT1G02300","AT1G02300","","AtcathB1",1227,-0.404970873062289,3.74522552924364,2.70649411714289,0.118241402739644,0.292827954583389
"AT1G02305","AT1G02305","","AtcathB2",1407,0.107207835206948,6.39800453505439,0.813038840504066,0.379779472626301,0.581773736027359
"AT1G02310","MAN1","endo-beta-mannanase 1","MAN1",1390,0.573878143099227,-0.793931668394009,1.03006943090224,0.32432324233843,0.532226777925138
"AT1G02330","AT1G02330","","CSU2",1058,0.361135394202601,4.20559896454157,4.42658232148536,0.0505195771079834,0.173331521243122
"AT1G02335","GL22","germin-like protein subfamily 2 member 2 precursor","GL22, PDGLP2",832,0.388820090357713,3.33663336173802,1.3241245770842,0.265729722393226,0.474505709670338
"AT1G02340","HFR1","LONG HYPOCOTYL IN FAR-RED","FBI1, HFR1, REP1, RSF1",1253,-0.00447165771707581,0.24062621457469,6.08590154839247e-05,0.993866105893213,0.997147161773718
"AT1G02350","AT1G02350","","",423,-0.851523585783362,1.38543574461874,5.4246584545091,0.0323982854661136,0.131350936269803
"AT1G02360","AT1G02360","","",1011,1.24910114975672,3.41690530807545,38.6280273690922,9.27190593965591e-06,0.00041311717449294
"AT1G02370","AT1G02370","","",1758,0.0365184846580731,2.3922356911007,0.0329050883331866,0.85819357051002,0.921564643304038
"AT1G02380","AT1G02380","","",1121,0.656114592795259,1.61460307936241,4.30362600739049,0.0534771581228889,0.179302139584763
"AT1G02390","GPAT2","GLYCEROL-3-PHOSPHATE sn-2-ACYLTRANSFERASE 2","ATGPAT2, GPAT2",1791,1.59712102929076,2.83987091991225,45.4891499324807,3.37221120163603e-06,0.00019902888257308
"AT1G02400","GA2OX6","gibberellin 2-oxidase 6","ATGA2OX4, ATGA2OX6, DTA1, GA2OX6",1339,-0.612471243295595,2.45905503415249,3.21071924517619,0.0909144208843922,0.248757071672186
"AT1G02405","AT1G02405","","",527,-1.17878359968148,-0.296725622448284,5.50887909522684,0.0312473553848446,0.128329699545423
"AT1G02410","AT1G02410","","COX11",1176,0.181663938660944,4.69892406195099,2.03010777602338,0.172250033175641,0.367223869283049
"AT1G02420","AT1G02420","","",1476,0.229362117965145,1.70341501001191,0.825795956478026,0.376152258890773,0.578621462229653
"AT1G02430","ARFD1B","ADP-ribosylation factor D1B","ARFD1B, ATARFD1B",698,0.169143400840719,1.13773807185067,0.326270586840485,0.575312951881051,0.738621450182157
"AT1G02450","NIMIN1","NIM1-interacting 1","NIMIN-1, NIMIN1",541,2.26421313091539,3.22738582768521,67.8535685246839,2.38683159852e-07,3.49645072007657e-05
"AT1G02460","AT1G02460","","",1805,-0.149681529409043,-0.162840436093585,0.134018356493337,0.718802467460211,0.837170728274599
"AT1G02470","AT1G02470","","",868,1.08192365699176,1.70596938326886,10.9548701975138,0.0041263344318787,0.0343462679560681
"AT1G02475","AT1G02475","","",929,-0.0641626263269842,6.26255390070977,0.303679064590878,0.588731286961281,0.748687036063789
"AT1G02500","SAM1","S-adenosylmethionine synthetase 1","AtSAM1, MAT1, METK1, SAM-1, SAM1",1533,0.0296994642406588,8.22048014599997,0.0591306471018189,0.810775497207589,0.894541693056009
"AT1G02520","ABCB11","ATP-binding cassette B11","ABCB11, MDR8, PGP11",3871,2.12492779622537,0.269828171799913,18.0332570433366,0.000540461267754794,0.00816991264589689
"AT1G02530","ABCB12","ATP-binding cassette B12","ABCB12, PGP12",3998,-2.05941713530026,-1.10328016188486,5.43701232460769,0.032226458573073,0.130947816679463
"AT1G02560","CLPP5","nuclear encoded CLP protease 5","CLPP5, NCLPP1, NCLPP5",1341,-0.0377772876230573,8.44660908993568,0.0706536159732944,0.793573557843356,0.883704487142969
"AT1G02580","MEA","MEDEA","EMB173, FIS1, MEA, SDG5",2291,4.37776841845854,-0.213386440270991,24.0057837151671,0.000134009230090637,0.00297243566787096
"AT1G02610","AT1G02610","","",937,-0.393074802435999,1.56490388015237,1.64993395379883,0.21613954394188,0.418909522253362
"AT1G02640","BXL2","beta-xylosidase 2","ATBXL2, BXL2",2584,-1.10659579963907,3.6922454278979,29.9103871283741,4.10891285444237e-05,0.00128271798447646
"AT1G02650","AT1G02650","","",1542,-1.2414894509034,-0.44640128257462,4.96257528637916,0.039649380895708,0.149120926080238
"AT1G02660","AT1G02660","","PLIP2",2609,-0.291123030222805,3.54298781167025,1.14851538118934,0.298789789728785,0.506363520470871
"AT1G02670","AT1G02670","","",2037,-0.189797101919522,0.409356498767054,0.177900465918977,0.678451639749711,0.810908211351468
"AT1G02680","TAF13","TBP-associated factor 13","TAF13",907,-0.0198953675734182,3.46951084234031,0.015277848314594,0.903073960007724,0.945856281759028
"AT1G02690","IMPA-6","importin alpha isoform 6","IMPA-6",1940,-0.371511895925884,2.90407534564923,3.39434763149409,0.0828727870657881,0.234222611243369
"AT1G02700","AT1G02700","","",1030,-0.172063550539853,1.10740421302334,0.195188075636104,0.664183203250834,0.80014781591489
"AT1G02710","AT1G02710","","",291,0.00012716811489697,1.49470278975168,2.56051982499558e-07,0.999602128777747,0.999844105288959
"AT1G02720","GATL5","galacturonosyltransferase 5","AtGATL5, GATL5",1835,-0.447698106445104,3.43526898733203,8.53353051153919,0.00949934130593958,0.0601773246002653
"AT1G02730","CSLD5","cellulose synthase-like D5","ATCSLD5, CSLD5, SOS6",3854,-0.0699859837052757,4.50664497329775,0.123151838422755,0.729937768432424,0.844536214604297
"AT1G02740","AT1G02740","","MRG2",1319,0.141017692211431,3.49968158632802,0.835182007722966,0.373516177992183,0.576046081669077
"AT1G02750","AT1G02750","","",1000,0.461566342244723,3.59182227414163,7.28945496338314,0.015146374255225,0.0813943050302262
"AT1G02770","AT1G02770","","",1218,-0.446769197749626,-0.653990243295712,1.13373550249574,0.301821168965778,0.509634517164041
"AT1G02780","emb2386","embryo defective 2386","emb2386",1031,-0.0742946860340434,8.79736914734632,0.269361321006959,0.610428911252733,0.763128706952552
"AT1G02800","CEL2","cellulase 2","ATCEL2, CEL2",1764,-0.774775438500498,1.30736385990708,5.96514546965392,0.0257699743149439,0.113823908243143
"AT1G02810","AT1G02810","","",1906,-0.368721829243727,-0.681051465469356,0.304816708866253,0.588040064164912,0.748440229003825
"AT1G02816","AT1G02816","","",1009,0.126362199964861,4.39506161363064,0.596038811131432,0.45065815843185,0.64263453695997
"AT1G02820","LEA3","late embryogenesis abundant 3","AtLEA3, LEA2, LEA3",615,-0.752519412146767,3.9294313139844,3.14296619620966,0.0941119893711689,0.253950215687217
"AT1G02840","SR34","Serine/Arginine-Rich Protein Splicing Factor 34","At-SR34, ATSRP34, SR1, SR34, SRP34",1594,-0.178198308806241,6.1712862398829,1.53590856600017,0.232009695160142,0.437626809898176
"AT1G02850","BGLU11","beta glucosidase 11","BGLU11",1804,2.4287235965745,4.33484230486428,72.9472910639426,1.44326577476814e-07,2.7210905283175e-05
"AT1G02860","NLA","nitrogen limitation adaptation","BAH1, NLA, SYG1",1517,-0.604814359338144,2.98119168951584,9.32715056047372,0.00715588421306933,0.0500887295794148
"AT1G02870","AT1G02870","","",843,-0.340972928241955,3.69476266983171,4.28291477292937,0.0539948564766545,0.180295714591282
"AT1G02880","TPK1","thiamin pyrophosphokinase1","TPK1",1682,0.118136829067543,4.60121082400041,0.813698605897845,0.379590612596196,0.581625709510402
"AT1G02890","AT1G02890","","",4131,0.0313561133116585,6.07076207521514,0.0379048385205197,0.847934396724624,0.916873250815506
"AT1G02900","RALF1","rapid alkalinization factor 1","ATRALF1, RALF1, RALFL1",579,-0.311337584309493,1.28868157301903,1.07214209192058,0.314919566522066,0.522971638994025
"AT1G02910","LPA1","LOW PSII ACCUMULATION1","LPA1",1557,-0.221094577918871,5.91358776084662,1.97724289263037,0.177636955084611,0.374435163502365
"AT1G02920","GSTF7","glutathione S-transferase 7","ATGST11, ATGSTF7, ATGSTF8, GST11, GSTF7",925,1.18752513155992,8.1002506998456,21.5573777772913,0.000230821087022362,0.00445495637341168
"AT1G02930","GSTF6","glutathione S-transferase 6","ATGST1, ATGSTF3, ATGSTF6, ERD11, GST1, GSTF6",1078,1.33902101500443,8.78153884389087,23.5039478537248,0.000149382248642215,0.00323587377324764
"AT1G02940","GSTF5","glutathione S-transferase (class phi) 5","ATGSTF5, GSTF5",771,2.79588891887933,-0.522033809974877,10.7986044688036,0.0043431453873153,0.0355589571276695
"AT1G02950","GSTF4","glutathione S-transferase F4","ATGSTF4, GST31, GSTF4",930,-0.45903999019324,1.20959983576547,2.19198066662867,0.156965371636168,0.346689326093466
"AT1G02952","AT1G02952","","",422,-0.418017000948314,0.737951226036666,1.57773520134503,0.226019613538405,0.431120503125902
"AT1G02960","AT1G02960","","",1701,-0.190103508608714,3.40865625132936,0.385658459612414,0.542800654493795,0.714355411504826
"AT1G02970","WEE1","WEE1 kinase homolog","ATWEE1, WEE1",1856,0.0435554787879562,1.70635839859302,0.0200827253816164,0.888966593274891,0.938515594105236
"AT1G02990","AT1G02990","","",4434,0.340166148766436,4.05950497457997,1.8607020670728,0.190273633329843,0.389666762636005
"AT1G03000","PEX6","peroxin 6","PEX6",3100,-0.113492620612766,4.6732503763783,0.588552325066447,0.453468218828375,0.645294560890585
"AT1G03010","AT1G03010","","",2099,0.516870091382941,0.185407110500054,1.03988311530539,0.322095121875056,0.529979868413729
"AT1G03020","AT1G03020","","GRXS1, ROXY16",309,0.644685707384941,0.56266745041624,2.01477965986026,0.17379083739513,0.369040466267561
"AT1G03030","AT1G03030","","",1345,0.193887456861213,4.2945598569417,2.56427969066785,0.127658537559102,0.306467391368593
"AT1G03040","AT1G03040","","",1456,0.184188808081176,5.39759913656091,2.02612754528401,0.172648498055978,0.367611494030725
"AT1G03050","AT1G03050","","PICALM5A",1981,2.00690270637268,-0.336716353329271,11.5481236719969,0.00340735364909731,0.0300218671583381
"AT1G03055","D27","DWARF27","AtD27, D27",1072,0.640308250072462,2.36978604345019,7.78488864160141,0.0125343866553835,0.0722403569422357
"AT1G03060","SPI","SPIRRIG","BCHA1, SPI",11304,0.569094464532056,5.6732997288549,2.8672063766932,0.108583414513881,0.277064597284668
"AT1G03070","AT1G03070","","AtLFG4, LFG4",1086,0.222771312382863,-1.14619984019954,0.0710541185539958,0.793003763033693,0.883226267525
